Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP3000004S,240037128,MONTGOMERY,Property Damage Crash,08/05/2024 11:33:00 PM,Maryland (State) Route,GREAT SENECA HWY,,,,,Single Vehicle,Clear,Dry,Dark - Lighted,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8ED53238-C0DC-4BD9-B95D-E8BD220BD451,No,No Apparent Injury,,Not Distracted,MD,AF4C1D81-4DF6-4550-9C0A-FA8DBDED9AEA,Disabling,Eleven O Clock,Van - Passenger (&lt;9 Seats),Negotiating a Curve,Northbound,55,No,No,2014,HONDA,ODYSSEY,39.13928345,-77.26911546,"(39.13928345, -77.26911546)"
MCP31840019,200025649,Montgomery County Police,Property Damage Crash,07/01/2020 09:24:00 PM,County,SCHUBERT DR,ACOUSTIC CT,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK NO LIGHTS,N/A,N/A,,82807F14-BEB0-4CFC-A2F0-92EFA2AC5133,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,A6BDDE4D-FED4-483A-931B-6C6F65987708,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2019,HONDA,PILOT,39.07358,-76.94585167,"(39.07358, -76.94585167)"
MCP1064009L,190054923,Montgomery County Police,Property Damage Crash,11/14/2019 03:43:00 PM,US (State),COLUMBIA PIKE,GREENCASTLE RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,D74C412C-5FD7-46F3-B8F0-A30626DA8DFE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,B3A07E1B-A395-4C06-978B-138C0789FE90,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,55,No,No,2009,BMW,128I 2D CONV,39.09638,-76.93778333,"(39.09638, -76.93778333)"
MCP28140047,240001287,MONTGOMERY,Injury Crash,01/09/2024 07:51:00 AM,County Route,SHADY GROVE RD (SB/L),,,,,Front to Front,Rain,Wet,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,A18B9E47-F4C8-48CF-82A4-985A25D27B3A,No,Suspected Minor Injury,,Not Distracted,MD,3C13D0E4-FA3F-4A29-B66A-A8CD93CF40C7,Disabling,Twelve O Clock,Passenger Car,Moving Constant Speed,Eastbound,45,No,No,2018,NISSAN,VERSA,39.1076754,-77.18956033,"(39.1076754, -77.18956033)"
MCP2436009N,200008109,Montgomery County Police,Injury Crash,02/18/2020 01:40:00 PM,Maryland (State),PINEY BRANCH RD,KODIAK DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,831C2011-D458-4FF8-AC02-588E09D391C7,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,721F4431-B376-4105-85AF-084FFF202A4B,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2004,MERCEDES,S500,38.99978841,-76.99156582,"(38.99978841, -76.99156582)"
MCP11740056,220017188,Montgomery County Police,Property Damage Crash,04/22/2022 07:30:00 PM,Maryland (State),BRADLEY LA,HILLCREST PL #2,,CHEVY CHASE #4,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DUSK,NO CONTROLS,N/A,,E2EAA9E1-9AF1-44DC-9FE2-06844CDBF4FA,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CFFEA78F-49A1-495F-A49C-A761416CFA4E,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2017,BMW,X3,38.97698003,-77.08032811,"(38.97698003, -77.08032811)"
MCP25150011,17010745,Montgomery County Police,Property Damage Crash,02/28/2017 05:19:00 PM,Maryland (State),WOODFIELD RD,ROSEWOOD MANOR LA,,N/A,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B7BA733C-E775-4B0E-8D4D-853E6959071C,Yes,NO APPARENT INJURY,"SLEET, HAIL, FREEZ. RAIN, WET",LOOKED BUT DID NOT SEE,MD,852BF0E0-CA85-4498-8A19-A60E3172D019,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2015,VOLKSWAGON,GOLF,39.19033333,-77.15185833,"(39.19033333, -77.15185833)"
MCP2270001F,230024000,Montgomery County Police,Injury Crash,05/19/2023 10:15:00 AM,Maryland (State),RIVER RD,BEECH TREE RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B9E8E5B1-2F45-46DB-AF8D-B1A293C995C7,No,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,171FD89F-BB16-4A1B-BD22-1533EEF9EF38,DISABLING,THREE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,No,No,2015,KIA,SOUL,38.986205,-77.14321333,"(38.986205, -77.14321333)"
MCP12050054,190024891,Montgomery County Police,Property Damage Crash,05/25/2019 08:53:00 AM,Maryland (State),CONNECTICUT AVE,WOODBINE ST,,CHEVY CHASE #4,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,08A5A09B-F473-4403-95E2-3F2AD71FC273,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,69F4573B-C1B6-47A3-834C-88DB66B6E6FA,UNKNOWN,TWELVE OCLOCK,PICKUP TRUCK,SLOWING OR STOPPING,South,35,No,No,2000,TOYOTA,PICK UP,38.98464329,-77.07717999,"(38.98464329, -77.07717999)"
HA25250001,23001435,Maryland-National Capital,Property Damage Crash,07/24/2023 04:25:00 PM,,,,PARKING LOT OF 51 UNIVERSITY BLVD,,,SAME DIR REAR END,CLEAR,,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,1BCE91D5-7809-4D85-B003-8BCB5C471408,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A113644B-C0F2-441D-B458-9FC9F925A7B4,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,PARKED,,10,No,Yes,2019,DODGE,DURANGO,39.018246,-77.009079,"(39.018246, -77.009079)"
EJ7847002C,200012782,Gaithersburg Police Depar,Injury Crash,03/15/2020 08:08:00 PM,Maryland (State),W DIAMOND AVE,ENT TO BUSINESS,,N/A,,HEAD ON,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,2C108E8B-826F-4442-ADFD-53724BBBA293,No,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,D7A9FC3B-4463-4963-BC18-A2A67028603C,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,25,No,No,2009,NISSAN,MURANO,39.14104092,-77.20085976,"(39.14104092, -77.20085976)"
MCP14530011,15004435,Montgomery County Police,Injury Crash,01/28/2015 07:30:00 AM,Maryland (State),GREAT SENECA HWY,LONGDRAFT RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B6F0EF9-69AC-459D-A57B-CE1C6069A236,Yes,POSSIBLE INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",INATTENTIVE OR LOST IN THOUGHT,MD,648A99F7-59F8-4DEF-99D7-3D752E262365,DISABLING,FIVE OCLOCK,PICKUP TRUCK,MOVING CONSTANT SPEED,South,55,No,No,1996,FORD,RANGER,39.13293167,-77.24446,"(39.13293167, -77.24446)"
MCP3383001B,240036742,MONTGOMERY,Property Damage Crash,08/04/2024 12:42:00 PM,County Route,GRANDVIEW AVE,,,,,Single Vehicle,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,44799114-D446-456B-8E5E-0D1E149DF87F,Yes,No Apparent Injury,"Improper Backing, Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner",Not Distracted,MD,EC6E246F-F29A-4944-9CB6-ECD60F94782D,Disabling,Eleven O Clock,Passenger Car,Slowing or Stopping,Westbound,25,No,No,2023,TOYOTA,RAV4,39.0538387,-77.05207498,"(39.0538387, -77.05207498)"
MCP31910049,230068380,Montgomery County Police,Property Damage Crash,11/26/2023 04:18:00 PM,County,DARNESTOWN RD,TRAVILLE  GATEWAY DR,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,94B2CBD4-D459-4275-B019-B55808C6BFE2,Yes,NO APPARENT INJURY,"N/A, WET",INATTENTIVE OR LOST IN THOUGHT,MD,884B4194-3C00-4274-B51B-8733F08F8288,DISABLING,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,40,No,No,2023,HYUN,SONATA,39.09611403,-77.20139651,"(39.09611403, -77.20139651)"
MCP3368001H,230050109,Montgomery County Police,Injury Crash,08/18/2023 01:51:00 PM,County,SHADY GROVE RD,RESEARCH BLVD,,ROCKVILLE,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,03A54427-8124-47D8-8F28-7B2287E814EC,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,7FF3249B-95E7-47D3-A6AC-7024655F3047,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2015,HOND,4S,39.10499417,-77.19040496,"(39.10499417, -77.19040496)"
DD5502002S,16048519,Rockville Police Departme,Property Damage Crash,09/21/2016 11:21:00 AM,Municipality,N WASHINGTON ST,BEALL AVE #2,,ROCKVILLE,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,93E38A6F-6942-4C5F-A03E-6866C73C3BC3,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,04494E55-50D7-4149-834F-752E4C6C971F,DISABLING,NINE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,North,30,No,No,1998,DODG,VN,39.08691333,-77.152785,"(39.08691333, -77.152785)"
MCP31540017,190039296,Montgomery County Police,Injury Crash,08/17/2019 12:07:00 PM,Maryland (State),CLOPPER RD,SCHAEFFER RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7793546D-4E68-4C90-ABEF-9266C91594D8,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,TX,720192EF-EE57-4289-9339-331B6FD718A1,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2016,HONDA,FIT,39.16348833,-77.28452,"(39.16348833, -77.28452)"
MCP2008005K,180056624,Montgomery County Police,Injury Crash,11/11/2018 04:25:00 PM,County,RIDGE RD,OBSERVATION DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,COMBINED SUBSTANCE PRESENT,,043D6E7B-CFD1-410A-9D05-8D5BAFEB2CB8,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,D25E4EEF-5447-4C28-8A12-88B454D38574,DESTROYED,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,40,No,No,2015,HOND,PILOT,39.20164667,-77.253685,"(39.20164667, -77.253685)"
MCP1064003F,15048393,MONTGOMERY,Property Damage Crash,09/24/2015 09:17:00 AM,,,,"PARKING LOT
10153 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20903",,,OTHER,CLEAR,,DAYLIGHT,N/A,N/A,,51B9BD98-7076-4794-8FCB-6FA543A2A960,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,CAD3C677-2960-4731-B662-A1C9513D3729,SUPERFICIAL,ELEVEN OCLOCK,"MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))",MOVING CONSTANT SPEED,North,0,No,No,2015,FREIGHTLINER,TK,39.02125167,-76.97648167,"(39.02125167, -76.97648167)"
MCP9301001W,170549951,Montgomery County Police,Injury Crash,12/21/2017 02:20:00 PM,County,DARNESTOWN RD,KEY WEST AVE,,N/A,,SAME DIRECTION SIDESWIPE,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,4746B71A-078A-4280-97EB-F0F3044F62F8,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D5C04B0D-0E6C-4D35-B742-47DC2F6DE4DD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2014,BUIC,TK,39.10015667,-77.21324,"(39.10015667, -77.21324)"
DD5633003G,200011841,Rockville Police Departme,Property Damage Crash,03/10/2020 06:15:00 PM,Municipality,FALLSMEAD WAY,FALLS RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,712D623F-3C04-4BAC-A542-CCAAEE58525A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EB02DFA3-B512-44C6-9FC8-6F5F9C89BCD2,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2018,PORS,TK,39.0715225,-77.1673723,"(39.0715225, -77.1673723)"
MCP20390068,200007050,Montgomery County Police,Property Damage Crash,02/12/2020 06:18:00 AM,Maryland (State),NORBECK RD,BALTIMORE RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,0CA4A9A5-B3A9-4AA2-91C9-72FD58CC1793,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,0B6C5106-8EB3-4747-9E23-D06D7BDAC94A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,45,No,No,2007,CHRYSLER,PT CRUISER,39.095405,-77.11227167,"(39.095405, -77.11227167)"
MCP2586002J,17001887,Montgomery County Police,Property Damage Crash,01/11/2017 06:00:00 PM,County,NORWOOD RD,NORBECK RD,,N/A,,OTHER,RAINING,WET,DARK NO LIGHTS,TRAFFIC SIGNAL,UNKNOWN,,4CFF9FD0-6540-4E43-A81E-A7A925CCA460,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C8BE1B67-0DCD-43EF-8C39-59E46CCA50BD,SUPERFICIAL,SEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,West,40,No,No,2007,HYUNDAI,SONATA,39.1187407,-77.02115536,"(39.1187407, -77.02115536)"
DD5567003Q,240022529,ROCKVILLE,Property Damage Crash,05/13/2024 11:31:00 AM,,,,Parking Stall        P/L OF 701 DOVER RD,,,Front to Rear,Clear,,Daylight,,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,5B440118-1099-475E-A217-E4206C326C2A,Yes,No Apparent Injury,,Not Distracted,MD,C962898A-BBB2-4173-8016-289826278992,Superficial,Six O Clock,Sport Utility Vehicle,Backing,Not On Roadway,0,No,No,2017,JEEP,WRANGLER,39.09900874,-77.13961333,"(39.09900874, -77.13961333)"
MCP2608002W,210044367,Montgomery County Police,Injury Crash,11/02/2021 05:00:00 PM,US (State),COLESVILLE RD,UNIVERSITY BLVD E,,N/A,,SAME DIRECTION LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CDF1EE05-BCB4-4407-A286-FF20C62DCB8B,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,CDC7AAC2-5C89-4AD9-8396-68008B825B4B,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2000,FORD,EXPEDITION,39.02053333,-77.0122,"(39.02053333, -77.0122)"
MCP06850032,170514486,Montgomery County Police,Property Damage Crash,06/19/2017 08:20:00 AM,Maryland (State),DARNESTOWN RD,SENECA RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,59FCB9BF-7DBC-4158-A7E8-F48780C38B62,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CDFD3591-E98F-42C0-ABCA-2A55628A74AB,SUPERFICIAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,SLOWING OR STOPPING,East,35,No,No,2014,HONDA,SUV,39.10389353,-77.29277328,"(39.10389353, -77.29277328)"
MCP2859000M,15000603,Montgomery County Police,Property Damage Crash,01/04/2015 05:16:00 PM,County,SNOUFFERS SCHOOL RD,GOSHEN RD,,N/A,,SAME DIR REAR END,CLOUDY,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,DE48AF1B-ACFD-476D-A02F-B161B0BF3A9C,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,723DD2F8-1D6F-4922-8691-08EC9C095048,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,No,No,1994,ACUR,4D,39.18728167,-77.18571333,"(39.18728167, -77.18571333)"
MCP2832009L,240036840,MONTGOMERY,Property Damage Crash,08/05/2024 08:57:00 AM,Local Route,PERRY AVE,CONNECTICUT AVE (SB/L),,,,Front to Rear,Clear,Dry,Daylight,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,3C717F6F-5AD5-402D-B729-A6609577B17B,No,No Apparent Injury,,Not Distracted,MD,D7331821-DDE1-4B5D-B296-66BFF2150700,Functional,Six O Clock,Sport Utility Vehicle,Stopped in Traffic,,30,No,No,2016,NISSAN,ROGUE,39.03286654,-77.07500935,"(39.03286654, -77.07500935)"
DD56160012,16036353,Rockville Police Departme,Property Damage Crash,07/18/2016 01:23:00 PM,Maryland (State),ROCKVILLE PIKE,VEIRS MILL RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,7F77F2CE-AD83-4C7F-A615-057D12F8E572,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,0503BB2C-A352-4380-A70E-CCE0AD16A780,DISABLING,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,North,30,No,No,2006,HOND,4S,39.08090183,-77.14462233,"(39.08090183, -77.14462233)"
MCP33580029,240057986,MONTGOMERY,Property Damage Crash,12/04/2024 07:30:00 AM,Interstate (State),NO NAME (SB/L),,,,,Front to Rear,Clear,Dry,Daylight,No Controls,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,8AEA359F-250A-431A-BF0F-D295DE6A14DE,No,No Apparent Injury,,Not Distracted,MD,E73C9D02-03C6-443E-9F37-76B44B0A576F,Superficial,Seven O Clock,Passenger Car,Moving Constant Speed,Southbound,55,No,No,2017,HONDA,CR-V,39.02473468,-77.14196638,"(39.02473468, -77.14196638)"
EJ7876005Q,230032260,Gaithersburg Police Depar,Property Damage Crash,07/06/2023 05:45:00 PM,,,,9801 WASHINGTONIAN BLVD PARKING LOT,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,DE585DE2-D08D-4605-AD5D-FE3114B55FA8,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,1E79B701-741F-4A8E-9EA0-3AD848A17222,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,North,10,No,No,2014,KIA,OPTIMA,39.11534738,-77.19737732,"(39.11534738, -77.19737732)"
MCP31800033,220044915,Montgomery County Police,Property Damage Crash,10/13/2022 05:13:00 PM,Maryland (State),OLNEY SANDY SPRING RD,OLD BALTIMORE RD,,N/A,,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C22B3678-B1B2-4336-813F-E9ED96FF0800,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7E78BC08-67C9-45CB-968C-2B923DC49E6F,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,40,No,No,2021,MAZDA,CX9,39.14575,-77.04935,"(39.14575, -77.04935)"
MCP26150029,170549775,Montgomery County Police,Property Damage Crash,12/20/2017 06:05:00 PM,County,PLUM ORCHARD DR,CHERRY HILL RD,,N/A,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,57E6BB5B-3CCC-4DD5-A793-3E4DC2D7C153,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,92A7A958-E5F8-408E-A052-15FF1FE2C2DE,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2011,FORD,MUSTANG,39.05093,-76.95543833,"(39.05093, -76.95543833)"
MCP2760001N,180006984,Montgomery County Police,Property Damage Crash,02/10/2018 12:40:00 AM,County,WATKINS MILL RD,CLUB HOUSE RD,,N/A,,OPPOSITE DIRECTION SIDESWIPE,N/A,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,5882AE60-D5E7-4431-96C6-C927B0B38AC7,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,438B5394-B742-4BE4-B866-E5AF9718A2C7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,No,No,2015,TOYOTA,CAMARY,39.17513167,-77.20885833,"(39.17513167, -77.20885833)"
MCP3289001V,220022791,Montgomery County Police,Property Damage Crash,05/29/2022 05:18:00 AM,County,OLD COLUMBIA PIKE,NALLS LA,,N/A,,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,16775AB4-8D87-44C6-A599-297EFF67CA52,Unknown,NO APPARENT INJURY,N/A,UNKNOWN,MD,76A0C6A1-A16E-45FB-86D4-6FB1FDF2231D,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2002,TOYOTA,COROLLA,39.08371891,-76.95156335,"(39.08371891, -76.95156335)"
MCP3004004J,240055784,MONTGOMERY,Property Damage Crash,11/20/2024 08:52:00 PM,Maryland (State) Route,,WISCONSIN AVE,,,,Other,Rain,Wet,Dark - Lighted,Traffic Control Signal,"Not Suspect of Alcohol Use, Not Suspect of Drug Use",,27C85285-B44C-402F-BC77-619D88D178D3,No,No Apparent Injury,,Not Distracted,MD,558F2393-84E1-4087-B416-58A4B7A68F4F,Disabling,Five O Clock,Passenger Car,Stopped in Traffic,Westbound,30,No,No,2007,LEXUS,IS,38.97719949,-77.09055755,"(38.97719949, -77.09055755)"
MCP2966001H,16004715,Montgomery County Police,Property Damage Crash,01/29/2016 10:47:00 AM,Maryland (State),CONNECTICUT AVE,DEAN RD,,N/A,,SAME DIR REAR END,WINTRY MIX,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A01D667A-E4A1-4250-8EE5-572BF07DF56E,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,0B8DFB86-615B-4CB1-B882-236097575700,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,45,No,No,2008,TOYT,SU,39.06985167,-77.07603333,"(39.06985167, -77.07603333)"
MCP3339002T,230061761,Montgomery County Police,Injury Crash,10/21/2023 06:17:00 AM,Maryland (State),VEIRS MILL RD,ARBUTUS AVE,,N/A,,SAME DIR REAR END,CLEAR,WET,DARK -- UNKNOWN LIGHTING,STOP SIGN,NONE DETECTED,,405C3653-A01A-4F7E-A23C-E09ECC5D045D,Yes,SUSPECTED MINOR INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,ACD5BC99-1F3A-4716-85C1-092F78F1180E,DISABLING,SIX OCLOCK,(SPORT) UTILITY VEHICLE,MAKING RIGHT TURN,West,35,No,No,2013,TOYTA,RAV 4,39.066864,-77.100856,"(39.066864, -77.100856)"
DD5600000B,15023568,Rockville Police Departme,Property Damage Crash,05/17/2015 12:56:00 AM,Municipality,BALTIMORE RD,S STONESTREET AVE,,ROCKVILLE,,OTHER,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,46279D0B-9F15-4CAF-84ED-58D07EBF2F9A,Yes,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,47B212D7-51B5-417E-9156-91DA98591187,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,Unknown,No,2002,ISU,RODEO,39.083405,-77.14255333,"(39.083405, -77.14255333)"
MCP2814000Y,15020682,Montgomery County Police,Property Damage Crash,05/02/2015 01:58:00 AM,County,EAST VILLAGE AVE,DOUBLELAND RD,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,DF5849AD-C918-44D8-883C-9D833B022A9D,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,9F24265A-8A4C-4C26-AF1F-9CFAE389669F,DISABLING,FIVE OCLOCK,PASSENGER CAR,UNKNOWN,East,35,No,No,1998,LEXUS,4D,39.187895,-77.16857333,"(39.187895, -77.16857333)"
MCP2962005F,200042368,Montgomery County Police,Property Damage Crash,10/27/2020 01:08:00 PM,Other Public Roadway,FATHER HURLEY BLVD,GERMANTOWN RD,,N/A,,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,94C804B2-15E0-492A-B610-0211E064DF3C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FE53F0D2-B320-4B27-B6F6-3C2A7C56DFE4,DISABLING,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2007,TOYOTA,PRIUS,39.16715332,-77.28108888,"(39.16715332, -77.28108888)"
MCP243600HG,230062821,Montgomery County Police,Property Damage Crash,10/27/2023 07:25:00 AM,Maryland (State),NEW HAMPSHIRE AVE,ENT TO BUSINESS,,N/A,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAWN,NO CONTROLS,NONE DETECTED,,0BF1B567-B3AC-4B8D-A650-3561DE829D15,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A12839F3-D758-43A4-A527-BDFA7E2032CC,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2015,NISSAN,SENTRA,39.0225518,-76.97791,"(39.0225518, -76.97791)"
MCP3423000S,240056668,MONTGOMERY,Property Damage Crash,11/25/2024 08:19:00 PM,County Route,FLORA LA,GEORGIA AVE GEORGIA AVE (SB/L),,,,"Sideswipe, Same Direction",Clear,Dry,Dark - Lighted,No Controls,"Unknown, Unknown",,7FDA451E-BBBF-4F21-8EEA-4A5ED0EA1289,No,,,,,F0741975-C458-4C43-8381-B75F63C98036,Vehicle Not at Scene,Vehicle Not at Scene,Passenger Car,Moving Constant Speed,Southbound,30,No,No,2004,TOYOTA,TACOMA,39.01113852,-77.04116082,"(39.01113852, -77.04116082)"
